bsq,class
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_03_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_2456.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P601/20_09_2023_P601_06_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_609.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_03_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_2872.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_06_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_4467.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_03_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_1164.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_07_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_7258.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_07_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_2287.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_1041.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_3175.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_04_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_2800.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_3392.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_04_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_8584.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_13_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_159.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_14_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_1144.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_06_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_1084.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_04_VS_geo_sca/vysoka_vegetacia/chips/tree_vysoka_vegetacia_1936.bsq,vysoka_vegetacia
