bsq,class
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_08_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_3447.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_05_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_17.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_06_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_6834.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_07_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_543.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P314/11_09_2023_P314_02_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_14.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_14_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_991.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_05_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_586.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_14_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_3839.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_03_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_1180.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_04_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_3452.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_4690.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_02_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_10496.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_06_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_6174.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_5633.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_09_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_355.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_04_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_3665.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_06_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_2224.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_03_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_3674.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_5068.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_06_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_1582.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_03_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_3315.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_01_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_525.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_11_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_279.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_04_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_8019.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_04_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_2320.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_19_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_2712.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_16_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_2291.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_20_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_2873.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_09_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_3181.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_11_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_4981.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_15_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_1527.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_15_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_1313.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_04_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_4054.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_05_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_777.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_775.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_517.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P314/11_09_2023_P314_02_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_330.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_138.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_04_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_4072.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_03_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_1579.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_8713.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_02_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_485.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_1287.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_145.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_12_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_2851.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_06_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_609.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_04_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_2598.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_03_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_885.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_05_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_3686.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_10_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_360.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P707/25_09_2023_P707_12_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_3288.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_05_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_1046.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_3473.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_08_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_2731.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P601/20_09_2023_P601_01_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_358.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P703/25_09_2023_P703_07_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_498.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P601/20_09_2023_P601_06_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_583.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P314/11_09_2023_P314_02_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_49.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_05_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_239.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_4541.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P101/22_09_2023_P101_02_VS_geo/stredna_vegetacia/chips/tree_stredna_vegetacia_5564.bsq,stredna_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_05_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_3650.bsq,nizka_vegetacia
/app/tree_bsq_chips_sampled/P314/11_09_2023_P314_03_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_467.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P406/25_09_2023_P406_05_VS_geo/vysoka_vegetacia/chips/tree_vysoka_vegetacia_595.bsq,vysoka_vegetacia
/app/tree_bsq_chips_sampled/P510/21_09_2023_P510_05_VS_geo/nizka_vegetacia/chips/tree_nizka_vegetacia_3561.bsq,nizka_vegetacia
